LINK ID,avg_daily_congestion,avg_daily_co2,quadrant
1013706,9.884277433355852,3192.163273777855,2사분면: 숨은 병목 구간
1013707,0.14253983305594672,351955.23392497987,3사분면: 효율적인 간선도로
1013709,2.4332218751139036,35239.861227628186,4사분면: 양호한 구간
1013710,18.584021377012398,4454.105150854769,2사분면: 숨은 병목 구간
1013711,0.21589028528647455,117836.57079166667,3사분면: 효율적인 간선도로
1013712,0.21987015264575982,136450.7602030052,3사분면: 효율적인 간선도로
1013721,14.633228025120523,4006.865677256809,2사분면: 숨은 병목 구간
1013722,0.4308587912335735,218890.31630870246,3사분면: 효율적인 간선도로
1013723,0.4988850358317856,198000.043114899,3사분면: 효율적인 간선도로
1013724,0.3867888525432785,237025.21137595607,3사분면: 효율적인 간선도로
1013727,5.2049923909881475,8104.772981365756,2사분면: 숨은 병목 구간
1013728,5.584870758335747,12208.337790121781,2사분면: 숨은 병목 구간
1013729,0.5899011147721762,103979.31151312462,3사분면: 효율적인 간선도로
1013730,0.6068013301628395,108474.1263560964,3사분면: 효율적인 간선도로
1013731,3.6226729813223417,14307.246808427239,4사분면: 양호한 구간
1013772,27.26346032974293,2267.8774423457085,2사분면: 숨은 병목 구간
1013773,24.91281681322923,5346.95157356951,2사분면: 숨은 병목 구간
1013776,3.0830092411160783,32612.71315811145,4사분면: 양호한 구간
1013781,9.412867871136159,2304.1346056401285,2사분면: 숨은 병목 구간
1013793,0.1429875762414098,276711.35360346286,3사분면: 효율적인 간선도로
1013794,0.9620197618166274,99322.22295324801,3사분면: 효율적인 간선도로
1013795,3.7555207391901564,9246.560362969698,4사분면: 양호한 구간
1013796,3.692873929101624,9580.585743603207,4사분면: 양호한 구간
1013797,0.38521254422107204,126563.56046617083,3사분면: 효율적인 간선도로
1013798,0.3956508223496362,102380.66785881859,3사분면: 효율적인 간선도로
1013820,4.072409790828296,24511.93285250589,4사분면: 양호한 구간
1013888,12.805865537042427,9455.499044537377,2사분면: 숨은 병목 구간
1013909,10.461616864854916,12148.80471328841,2사분면: 숨은 병목 구간
1013917,4.843203392409288,13690.027139776103,2사분면: 숨은 병목 구간
1013918,4.632018989717062,12394.854884131602,2사분면: 숨은 병목 구간
1013919,6.626197032067364,6510.768096929292,2사분면: 숨은 병목 구간
1013920,7.258544993005919,11223.171294873095,2사분면: 숨은 병목 구간
1013921,18.45068298597659,5120.614240890571,2사분면: 숨은 병목 구간
1013924,0.8742375572424006,37128.09373317966,4사분면: 양호한 구간
1013939,9.061633023763825,2913.9103562764417,2사분면: 숨은 병목 구간
1013940,36.12297028963038,2856.2438898403802,2사분면: 숨은 병목 구간
1013946,0.31055221085705353,383811.17679678014,3사분면: 효율적인 간선도로
1013947,1.1100261716130972,109771.39321763697,3사분면: 효율적인 간선도로
1013948,1.274087528601532,8196.705988058467,4사분면: 양호한 구간
1013949,1.8227995764542857,24007.49067943028,4사분면: 양호한 구간
1013950,0.49573551417471845,50889.5591843715,4사분면: 양호한 구간
1013957,0.8218587799940522,58828.37996226544,4사분면: 양호한 구간
1013958,0.8334050146635604,36935.71667641041,4사분면: 양호한 구간
1013959,10.448950646599638,12923.653116565301,2사분면: 숨은 병목 구간
1013960,0.6712066517484737,58799.35279166667,4사분면: 양호한 구간
1013961,0.585064887067661,63702.963190588176,4사분면: 양호한 구간
1013962,0.8326793957295,76064.6024402365,4사분면: 양호한 구간
1013963,0.9260466220337645,98722.22717348923,3사분면: 효율적인 간선도로
1013964,0.3799139053285634,73709.89659630139,4사분면: 양호한 구간
1013965,0.5197624264801701,29196.235689911144,4사분면: 양호한 구간
1013966,0.34806957430904495,36804.43380776737,4사분면: 양호한 구간
1013967,0.2515362466335348,274640.02862325247,3사분면: 효율적인 간선도로
1013968,0.2268590293315855,221272.39604634882,3사분면: 효율적인 간선도로
1013985,12.382011426151003,5493.839705482417,2사분면: 숨은 병목 구간
1013986,23.329088622741367,1334.2231904998002,2사분면: 숨은 병목 구간
1014014,0.910899926844385,168774.49716317022,3사분면: 효율적인 간선도로
1014019,0.7139252850100427,80702.98766080062,4사분면: 양호한 구간
1014020,0.43226641621290857,81013.19525563698,4사분면: 양호한 구간
1014021,0.4557196072859337,117751.82143546084,3사분면: 효율적인 간선도로
1014023,1.8344625463055044,47490.593286802294,4사분면: 양호한 구간
1014024,1.9476200726469957,48491.37201095014,4사분면: 양호한 구간
1014025,1.7250005227693277,22985.213941610196,4사분면: 양호한 구간
1014026,7.694360701211323,22371.00040422466,2사분면: 숨은 병목 구간
1014027,54.32602741938641,1524.3024038753038,2사분면: 숨은 병목 구간
1014029,0.8082119959126843,97904.95658457898,3사분면: 효율적인 간선도로
1014030,0.7709307378406706,89487.01279419137,4사분면: 양호한 구간
1014031,0.33429661360289203,63178.82160947452,4사분면: 양호한 구간
1014032,1.3609162060923474,8226.790958333335,4사분면: 양호한 구간
1014033,2.655621012378362,11032.54840602776,4사분면: 양호한 구간
1014034,9.202870942237908,2406.698733521284,2사분면: 숨은 병목 구간
1014036,0.8592532481811778,108372.57717935751,3사분면: 효율적인 간선도로
1014038,0.9692623509019912,86866.43638397407,4사분면: 양호한 구간
1014041,0.26731857415128363,199587.34926511775,3사분면: 효율적인 간선도로
1014043,12.955403318492431,776.1906665872848,2사분면: 숨은 병목 구간
1014044,1.8639907568090435,20383.49353730747,4사분면: 양호한 구간
1014046,0.2332522813693464,376772.9055843496,3사분면: 효율적인 간선도로
1014047,0.2047595715776606,221068.47458309354,3사분면: 효율적인 간선도로
1014048,0.2090000118758223,220877.85320458657,3사분면: 효율적인 간선도로
1014049,0.545517996169062,92485.49825722241,4사분면: 양호한 구간
1014050,0.5056386032369163,86569.98531366244,4사분면: 양호한 구간
1014051,0.14978370198137084,624901.3882063698,3사분면: 효율적인 간선도로
1014053,0.11695135158361875,692997.0097711609,3사분면: 효율적인 간선도로
1014054,6.391536304761985,12409.081027685012,2사분면: 숨은 병목 구간
1014055,2.007524923062703,69636.73801554849,4사분면: 양호한 구간
1014058,3.203003930909596,6612.570154957378,4사분면: 양호한 구간
1014059,4.033097931726764,7367.5022083333315,4사분면: 양호한 구간
1014060,1.2190735905309606,39498.49928520759,4사분면: 양호한 구간
1014061,7.749248649731346,21322.210921695627,2사분면: 숨은 병목 구간
1014064,5.727625025110946,15906.822770358069,2사분면: 숨은 병목 구간
1014071,2.515135589002301,32309.778844707966,4사분면: 양호한 구간
1014072,2.2466449931741366,49472.2191774053,4사분면: 양호한 구간
1014073,3.1068122770651967,13479.254182368764,4사분면: 양호한 구간
1014076,4.697550482102341,9571.317195425492,2사분면: 숨은 병목 구간
1014077,9.516453959109693,8930.950421745089,2사분면: 숨은 병목 구간
1014079,7.09137390140831,12865.811618675478,2사분면: 숨은 병목 구간
1014080,7.101191328477612,10151.349145306118,2사분면: 숨은 병목 구간
1014082,2.537227167152311,28511.50252137681,4사분면: 양호한 구간
1014083,1.3199189548934027,68708.04213584251,4사분면: 양호한 구간
1014094,0.337036836350652,178672.71812783848,3사분면: 효율적인 간선도로
1014095,0.33344304821202136,227986.63779186853,3사분면: 효율적인 간선도로
1014114,0.4250240672586532,87703.45636714519,4사분면: 양호한 구간
1014145,2.5496867355493933,34235.26734470158,4사분면: 양호한 구간
1014147,4.294020704565843,24306.223944235015,4사분면: 양호한 구간
1014150,1.473429268931696,75487.06124999998,4사분면: 양호한 구간
1014155,6.696476321642257,16270.224901170654,2사분면: 숨은 병목 구간
1014156,0.8997530008598781,39196.512461180675,4사분면: 양호한 구간
1014157,1.0117308581332356,59496.27356758591,4사분면: 양호한 구간
1014158,7.983450520784295,12250.748408263136,2사분면: 숨은 병목 구간
1014159,8.246219289502255,9691.025042004954,2사분면: 숨은 병목 구간
1014160,15.85423822616704,7414.408322681968,2사분면: 숨은 병목 구간
1014161,5.591283894664836,11495.614115986282,2사분면: 숨은 병목 구간
1014162,10.706674012909367,6476.652806551451,2사분면: 숨은 병목 구간
1014163,0.6139248248533695,90408.7942927574,4사분면: 양호한 구간
1014164,0.5842600564207455,94540.92289197422,4사분면: 양호한 구간
1014165,3.3713881912982107,14987.50525821917,4사분면: 양호한 구간
1014166,12.388365233780526,13596.884327305508,2사분면: 숨은 병목 구간
1014167,3.7515812824952803,3592.437336801046,4사분면: 양호한 구간
1014168,6.968737576663181,9149.702136508875,2사분면: 숨은 병목 구간
1014169,13.569347983288672,4921.664431275442,2사분면: 숨은 병목 구간
1014170,19.384597425953128,4753.06927765907,2사분면: 숨은 병목 구간
1014171,0.20908848918689016,159571.11633606258,3사분면: 효율적인 간선도로
1014172,0.5354251619476348,79616.21638424609,4사분면: 양호한 구간
1014173,0.6197381937186671,149755.30560079994,3사분면: 효율적인 간선도로
1014174,0.5844030444057174,100188.142100739,3사분면: 효율적인 간선도로
1014175,0.5909397129859505,121010.57022448057,3사분면: 효율적인 간선도로
1014176,0.9673807916964875,57774.46274708541,4사분면: 양호한 구간
1014177,0.20963891524565115,240973.3555327021,3사분면: 효율적인 간선도로
1014178,0.20591312377573587,237668.75595442925,3사분면: 효율적인 간선도로
1014179,0.3503531869554033,697223.3706863025,3사분면: 효율적인 간선도로
1014180,0.5372252580718807,121771.77767459577,3사분면: 효율적인 간선도로
1014216,0.46521919167387393,106522.88813980781,3사분면: 효율적인 간선도로
1014217,0.45290800062782366,74895.25385039295,4사분면: 양호한 구간
1014218,1.2035955902954096,20424.781353455994,4사분면: 양호한 구간
1014219,1.1665994355059077,28440.294424212076,4사분면: 양호한 구간
1014239,0.34277678773963355,128039.85442196234,3사분면: 효율적인 간선도로
1014248,4.81745615614636,12400.15809870002,2사분면: 숨은 병목 구간
1014252,1.658832076919157,67669.6522662996,4사분면: 양호한 구간
1014259,0.5237642865180951,161379.51057297108,3사분면: 효율적인 간선도로
1014272,1.6792815803218397,21867.67177615479,4사분면: 양호한 구간
1014273,1.7983210915111991,28839.566705579058,4사분면: 양호한 구간
1014274,6.19409637300916,9722.248578410363,2사분면: 숨은 병목 구간
1014275,4.780380928084141,5860.161505961969,2사분면: 숨은 병목 구간
1014276,2.9399120104431713,28076.994449114445,4사분면: 양호한 구간
1014277,0.5163559422929943,70182.56993497448,4사분면: 양호한 구간
1014278,0.6549513936963367,107879.46260678432,3사분면: 효율적인 간선도로
1014282,5.084711163409961,6208.404730839394,2사분면: 숨은 병목 구간
1014283,7.602276173103891,2656.1242042257923,2사분면: 숨은 병목 구간
1014289,4.808381053333521,5905.8982816307225,2사분면: 숨은 병목 구간
1014290,3.9398586225839893,4165.3753232585705,4사분면: 양호한 구간
1014293,1.010594843667736,52254.37011571609,4사분면: 양호한 구간
1014294,0.43740881865693787,231335.85268384032,3사분면: 효율적인 간선도로
1014295,12.365167387960483,2218.8201202788528,2사분면: 숨은 병목 구간
1014296,16.695337254486112,1150.7655011414088,2사분면: 숨은 병목 구간
1014298,11.823189148190698,6990.343909859416,2사분면: 숨은 병목 구간
1014299,7.4912693928718115,6909.725163814107,2사분면: 숨은 병목 구간
1014300,2.444981375930101,39746.073967741926,4사분면: 양호한 구간
1014301,11.54724007055817,2166.843667102493,2사분면: 숨은 병목 구간
1014302,28.560729923467505,1990.7293109939753,2사분면: 숨은 병목 구간
1014303,6.7770423538222815,2459.318387591958,2사분면: 숨은 병목 구간
1014370,14.532615173199138,11896.852967218902,2사분면: 숨은 병목 구간
1014371,9.711807105008285,4116.37506358876,2사분면: 숨은 병목 구간
1014372,24.920808523599863,799.4379601254499,2사분면: 숨은 병목 구간
1014373,12.49218072124763,14906.944264406337,2사분면: 숨은 병목 구간
1014374,1.1469236117026782,37992.497999625884,4사분면: 양호한 구간
1014375,6.973351202444477,12046.283966540226,2사분면: 숨은 병목 구간
1014376,0.7723872870234795,128017.79030562866,3사분면: 효율적인 간선도로
1014383,0.33726940945335254,360774.8928800248,3사분면: 효율적인 간선도로
1014384,0.30895979528894196,360604.6344821093,3사분면: 효율적인 간선도로
1014385,1.9892998431410482,64738.35262410725,4사분면: 양호한 구간
1014386,0.46888978374689066,217768.70162286132,3사분면: 효율적인 간선도로
1014387,0.4569730805858665,152001.0176617346,3사분면: 효율적인 간선도로
1014388,0.16071544957562758,610785.172776233,3사분면: 효율적인 간선도로
1014390,0.9413461843259098,64057.48886615582,4사분면: 양호한 구간
1014391,0.8828249679600755,76635.17132935098,4사분면: 양호한 구간
1014392,0.05304657569436668,1911480.1955646835,3사분면: 효율적인 간선도로
1014394,1.9658770680477102,133402.08887889495,3사분면: 효율적인 간선도로
1014395,8.542323689154747,8624.584533309715,2사분면: 숨은 병목 구간
1014396,8.410598715524218,5152.733180475778,2사분면: 숨은 병목 구간
1014398,0.24019879579356349,308884.03019947285,3사분면: 효율적인 간선도로
1014401,0.6840829241401112,154263.47570694747,3사분면: 효율적인 간선도로
1014402,2.69744919881802,60207.555333333345,4사분면: 양호한 구간
1014403,1.2679473303418596,41791.310882641905,4사분면: 양호한 구간
1014404,5.846468879967592,7115.036614570282,2사분면: 숨은 병목 구간
1014405,1.3265576530775494,162810.50047671303,3사분면: 효율적인 간선도로
1014407,1.0143204764922285,80376.5861219428,4사분면: 양호한 구간
1014410,1.4155421880845445,71270.32759507549,4사분면: 양호한 구간
1014411,2.2645352499239952,50616.7172747637,4사분면: 양호한 구간
1014412,1.0417290188358834,176798.52859059675,3사분면: 효율적인 간선도로
1014413,2.8318541817532803,61570.119282042804,4사분면: 양호한 구간
1014414,1.9917286941265318,40094.99235675659,4사분면: 양호한 구간
1014415,1.9311438186809227,119675.4687115131,3사분면: 효율적인 간선도로
1014416,2.482616741988619,15802.736182756154,4사분면: 양호한 구간
1014417,1.962087194564046,88669.24694087326,4사분면: 양호한 구간
1014418,2.039562520212158,23373.09290893687,4사분면: 양호한 구간
1014419,0.9683974419514466,34969.633733611874,4사분면: 양호한 구간
1014420,0.8096747430383012,205701.87967655706,3사분면: 효율적인 간선도로
1014422,0.20763610311804637,234223.50567821265,3사분면: 효율적인 간선도로
1014425,3.4136473771104465,51847.23431173173,4사분면: 양호한 구간
1014426,3.768223059556331,54600.38255391046,4사분면: 양호한 구간
1014453,2.6551755353756428,4051.36050859635,4사분면: 양호한 구간
1014454,4.972197220670077,11709.262635623201,2사분면: 숨은 병목 구간
1014455,6.679105536622758,7627.812599927148,2사분면: 숨은 병목 구간
1014456,8.190869411472631,24278.215627025817,2사분면: 숨은 병목 구간
1014457,7.933904436474262,9487.807564409177,2사분면: 숨은 병목 구간
1014458,8.378671940703219,7125.087309411884,2사분면: 숨은 병목 구간
1014459,1.8342637730260025,33048.19196285703,4사분면: 양호한 구간
1014460,0.16408946996438448,350059.4702748075,3사분면: 효율적인 간선도로
1014461,0.13660964300963693,387356.7333141647,3사분면: 효율적인 간선도로
1014465,2.062900248152929,60450.28509118038,4사분면: 양호한 구간
1014466,1.050978046648211,160857.83534282944,3사분면: 효율적인 간선도로
1014468,0.3513483445697421,194653.1624299887,3사분면: 효율적인 간선도로
1014469,0.43348283725841524,99041.48535508761,3사분면: 효율적인 간선도로
1014470,0.8808515210618987,52108.19770113596,4사분면: 양호한 구간
1014471,0.3903781556571229,102325.0276553131,3사분면: 효율적인 간선도로
1014472,0.40562155551314943,101271.36249171324,3사분면: 효율적인 간선도로
1014475,1.3927823899401464,54463.98827368615,4사분면: 양호한 구간
1014476,5.2718190417138455,3931.899689470612,2사분면: 숨은 병목 구간
1014477,7.460238168820907,4257.284274898373,2사분면: 숨은 병목 구간
1014484,8.990669400675475,5295.693655718954,2사분면: 숨은 병목 구간
1014485,0.20707477342602174,411973.4029878453,3사분면: 효율적인 간선도로
1014486,0.1981096867746713,124420.12980611519,3사분면: 효율적인 간선도로
1014487,8.583307530597903,7840.072309092414,2사분면: 숨은 병목 구간
1014488,7.8944463024196425,8028.457130033904,2사분면: 숨은 병목 구간
1014489,1.1686869799500623,110950.35681120366,3사분면: 효율적인 간선도로
1014491,5.37685123050824,6888.126968990878,2사분면: 숨은 병목 구간
1014492,15.926178266161065,13226.019394712464,2사분면: 숨은 병목 구간
1014496,23.530275031158983,1584.0999084706739,2사분면: 숨은 병목 구간
1014497,25.789443040908335,1666.0966983272674,2사분면: 숨은 병목 구간
1014500,1.1294420020110643,104096.53766445607,3사분면: 효율적인 간선도로
1014501,0.41549071201200866,100536.81101020542,3사분면: 효율적인 간선도로
1014503,1.1819985985713604,102798.35404432054,3사분면: 효율적인 간선도로
1014505,0.5296536934533876,31093.92449668073,4사분면: 양호한 구간
1014506,4.121280112352492,41854.70273090621,4사분면: 양호한 구간
1014507,3.544407250042941,35389.011664205755,4사분면: 양호한 구간
1014511,1.8366937230982785,21682.55449425912,4사분면: 양호한 구간
1014513,2.09172721599395,12964.304239101233,4사분면: 양호한 구간
1014514,3.4738725554333985,6509.4863140748685,4사분면: 양호한 구간
1014516,0.7907698474238712,61730.34949297035,4사분면: 양호한 구간
1014517,29.80939225028855,997.7128827300759,2사분면: 숨은 병목 구간
1014518,0.7076512070870962,51311.23257872514,4사분면: 양호한 구간
1014519,1.9774863170929793,7681.6552113715525,4사분면: 양호한 구간
1014520,1.496222082210578,20516.98933139793,4사분면: 양호한 구간
1014521,12.104922538875606,9822.693781015936,2사분면: 숨은 병목 구간
1014574,0.9917705772479293,53710.65659818457,4사분면: 양호한 구간
1014576,1.1687175449869027,52417.9031376378,4사분면: 양호한 구간
1014577,0.9360032478545274,100630.86602464951,3사분면: 효율적인 간선도로
1014793,0.9543540675972383,80601.15446057705,4사분면: 양호한 구간
1014794,1.100598921083427,44510.135186257015,4사분면: 양호한 구간
1014860,0.8106463955376476,89953.47165940363,4사분면: 양호한 구간
1014861,1.436267658244877,60815.419569451384,4사분면: 양호한 구간
1014920,0.8936125340152635,51962.26039537496,4사분면: 양호한 구간
1014921,1.2926725286037535,35932.492625000006,4사분면: 양호한 구간
1014936,0.7994103214559884,135221.03748973008,3사분면: 효율적인 간선도로
1014937,0.6270367643540916,56985.14617069225,4사분면: 양호한 구간
1015081,0.7326574248962275,84379.43303173543,4사분면: 양호한 구간
1015088,3.366978788959194,17176.755008519776,4사분면: 양호한 구간
1015089,1.790214668828286,35009.68683619039,4사분면: 양호한 구간
1015090,2.260992380952764,24817.815255555553,4사분면: 양호한 구간
1015091,2.291742320316688,13290.310732272832,4사분면: 양호한 구간
1015094,1.2155359542265542,64007.31535133679,4사분면: 양호한 구간
1015095,0.10474042505080393,473056.28870200296,3사분면: 효율적인 간선도로
1015096,0.7065871269154967,110254.32300051891,3사분면: 효율적인 간선도로
1015097,2.4473067992911153,31459.26614887387,4사분면: 양호한 구간
1015098,0.6885882903659977,97326.18932648055,4사분면: 양호한 구간
1015099,0.3032347319226812,298568.71914833586,3사분면: 효율적인 간선도로
1015100,1.303499776718927,60635.07430299468,4사분면: 양호한 구간
1015107,0.09201363995802374,953861.1385738557,3사분면: 효율적인 간선도로
1015108,2.4278668497696305,25560.472044737162,4사분면: 양호한 구간
1015109,3.182731328871771,11649.122657021546,4사분면: 양호한 구간
1015110,0.7915905348873077,43418.80987698817,4사분면: 양호한 구간
1015111,2.873284469887196,12259.678950927004,4사분면: 양호한 구간
1015112,2.9954111798239165,7219.672659784349,4사분면: 양호한 구간
1015113,1.3686131273332423,53411.467094656204,4사분면: 양호한 구간
1015118,1.5503812608087941,13614.414355828221,4사분면: 양호한 구간
1016585,0.702048944352695,86848.57478430169,4사분면: 양호한 구간
1016586,0.7720926929507277,90483.14744136126,4사분면: 양호한 구간
1016587,0.35351482460574307,500972.34444087325,3사분면: 효율적인 간선도로
1016588,0.4463881721745658,160536.04533045992,3사분면: 효율적인 간선도로
1016589,1.3506224365176969,33168.419205094295,4사분면: 양호한 구간
1016591,0.9003747950588133,32705.477401566506,4사분면: 양호한 구간
1016592,0.9325062966007857,42306.99399978945,4사분면: 양호한 구간
1016593,0.47783189154704037,63379.48943113782,4사분면: 양호한 구간
1016594,0.4621863216037627,60456.05857879739,4사분면: 양호한 구간
1016595,1.1684997420690741,42772.748855198566,4사분면: 양호한 구간
1016596,1.1983996592327029,36778.63536884913,4사분면: 양호한 구간
1016597,3.4368237160948034,13634.001162420784,4사분면: 양호한 구간
1016598,3.0144099729288705,13253.741380555526,4사분면: 양호한 구간
1016603,0.4709934420562057,53576.29214745641,4사분면: 양호한 구간
1016604,0.3232570351225449,119711.01103653503,3사분면: 효율적인 간선도로
1016605,0.2761375980374664,150174.83368404672,3사분면: 효율적인 간선도로
1016606,0.4835721200874396,101107.89813244627,3사분면: 효율적인 간선도로
1016607,0.5254130525170226,71286.6216361536,4사분면: 양호한 구간
1016608,0.4544415158890192,121659.07222383416,3사분면: 효율적인 간선도로
1016609,0.4512442267441994,112189.54017142726,3사분면: 효율적인 간선도로
1016610,6.608765796504816,6851.117688876076,2사분면: 숨은 병목 구간
1016611,2.380528578553773,12195.186049316924,4사분면: 양호한 구간
1016612,2.4143632870506253,20156.38374412774,4사분면: 양호한 구간
1016613,0.5661479673483579,76133.84183172451,4사분면: 양호한 구간
1016614,0.4846836181530099,57236.591039186686,4사분면: 양호한 구간
1016615,0.5379726604707479,73733.6803797489,4사분면: 양호한 구간
1016616,0.5185623396368533,64147.09801786481,4사분면: 양호한 구간
1016617,0.2982557587837063,96933.84280091223,4사분면: 양호한 구간
1016618,0.33891256292584604,100656.61199153202,3사분면: 효율적인 간선도로
1016619,4.9881417947553945,12347.45089818285,2사분면: 숨은 병목 구간
1016620,5.2543920171406935,24822.961062390037,2사분면: 숨은 병목 구간
1016621,8.542626449161082,6236.25054869603,2사분면: 숨은 병목 구간
1016622,0.2018039099143023,232243.20885186255,3사분면: 효율적인 간선도로
1016623,7.8995834196316155,17846.76448198369,2사분면: 숨은 병목 구간
1016624,5.854106653369821,13955.531026244047,2사분면: 숨은 병목 구간
1016625,5.8442592104671265,30456.944295415455,2사분면: 숨은 병목 구간
1016627,1.4916641845690448,53929.57995960452,4사분면: 양호한 구간
1016628,2.4664628052787063,41895.10990003866,4사분면: 양호한 구간
1016630,0.40624415243024914,63732.20440498736,4사분면: 양호한 구간
1016631,0.4084590297336326,81389.54789192497,4사분면: 양호한 구간
1016632,2.2472230409618925,28042.876719040185,4사분면: 양호한 구간
1016637,2.838581263367367,20819.794219538602,4사분면: 양호한 구간
1016639,0.5089090439617349,95688.92051763454,4사분면: 양호한 구간
1016640,3.311556680500637,15464.567277172113,4사분면: 양호한 구간
1016641,0.3947379530651876,74709.22529826076,4사분면: 양호한 구간
1016642,7.1856482543018325,9445.34151876294,2사분면: 숨은 병목 구간
1016643,5.267838269056333,11775.907443339462,2사분면: 숨은 병목 구간
1016644,4.7610172393594015,10340.741307803859,2사분면: 숨은 병목 구간
1016645,0.23064230314727238,314656.20947186404,3사분면: 효율적인 간선도로
1016646,5.951015261862618,8206.752432692918,2사분면: 숨은 병목 구간
1016647,2.1774121015732626,34750.55941193964,4사분면: 양호한 구간
1016648,1.919289635583208,24883.339020093936,4사분면: 양호한 구간
1016649,1.7215221067376658,39759.40213036645,4사분면: 양호한 구간
1016650,1.4586122461596052,34760.98884490611,4사분면: 양호한 구간
1016651,5.191308910797598,27674.986344171368,2사분면: 숨은 병목 구간
1016652,10.73158688104035,7490.946539104535,2사분면: 숨은 병목 구간
1016653,2.2568760132845958,19728.971608530355,4사분면: 양호한 구간
1016654,1.951966764667149,20026.80019171704,4사분면: 양호한 구간
1016656,1.6497262713997405,25626.289154495535,4사분면: 양호한 구간
1016657,3.4880412002332135,14361.1145034711,4사분면: 양호한 구간
1016658,5.186780141236588,20047.964165801972,2사분면: 숨은 병목 구간
1016660,2.3632692248837515,26569.771088468955,4사분면: 양호한 구간
1016661,2.6863685154293755,50346.68180554371,4사분면: 양호한 구간
1016662,12.982801965789102,8369.845043302776,2사분면: 숨은 병목 구간
1016663,12.951212035054574,5421.653342215255,2사분면: 숨은 병목 구간
1016664,43.956923252453606,1065.0979194881631,2사분면: 숨은 병목 구간
1016665,44.075442652571205,2163.649171793165,2사분면: 숨은 병목 구간
1016666,12.584965753284266,3274.847604649393,2사분면: 숨은 병목 구간
1016667,1.8580658798988872,9977.928288080007,4사분면: 양호한 구간
1016668,2.027865476093138,18372.78847200989,4사분면: 양호한 구간
1016671,1.8184809147858674,9933.032435608358,4사분면: 양호한 구간
1016672,2.300569626671408,14659.56845540646,4사분면: 양호한 구간
1016673,2.6610942928502395,8090.725433916061,4사분면: 양호한 구간
1016674,2.4496176290341922,8282.28758601591,4사분면: 양호한 구간
1016675,2.1381105608972075,21592.957219820546,4사분면: 양호한 구간
1016676,2.410982479922731,14838.434473034331,4사분면: 양호한 구간
1016677,2.694883841906996,29065.36591152278,4사분면: 양호한 구간
1016678,2.7065836533617857,23195.544367824,4사분면: 양호한 구간
1016679,1.0334760858794878,51116.555140150886,4사분면: 양호한 구간
1016680,0.4250513845614949,138796.57444570566,3사분면: 효율적인 간선도로
1016681,0.6099808925421839,113775.01673243837,3사분면: 효율적인 간선도로
1016683,10.376340506654808,2833.832476090494,2사분면: 숨은 병목 구간
1016684,2.5015705593032567,27945.681451884055,4사분면: 양호한 구간
1016685,8.5633637624996,9157.316694832929,2사분면: 숨은 병목 구간
1016686,0.3456727800576844,78572.10745833332,4사분면: 양호한 구간
