,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.5 LINK ID,ITS LINK ID,도로등급,도로명,권역,연장(km),차선수,전체-평일,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0~1시,1~2시,2~3시,3~4시,4~5시,5~6시,6~7시,7~8시,8~9시,9~10시,10~11시,11~12시,12~13시,13~14시,14~15시,15~16시,16~17시,17~18시,18~19시,19~20시,20~21시,21~22시,22~23시,23~24시
1065712,"1170029200,1170029200",특별광역시도,서부샛길,서울특별시 금천구,0.4040,1,35,21,22,22,24,29,27,26,25,25,26,26,27,25,26,25,25,24,23,24,27,28,27,22
1065722,"1170006300,1170006300",특별광역시도,가산디지털1로,서울특별시 금천구,0.2290,2,26,27,26,29,26,27,25,25,24,24,24,23,22,23,23,23,22,16,16,23,22,24,25,28
1065726,"1170006400,1170006400",특별광역시도,가산디지털1로,서울특별시 금천구,0.2290,2,26,25,29,29,27,31,27,26,24,24,25,24,24,24,24,25,25,22,22,23,24,25,27,27
1065728,"1170005700,1170005700,1170005700,1170005700,1170005700,1170005700,1170005700",특별광역시도,가산디지털1로,서울특별시 금천구,0.4140,4,46,42,48,48,29,34,27,31,31,30,27,27,28,27,26,26,27,24,27,33,34,29,28,30
1065731,"1170009602,1170032300,1170032300",특별광역시도,벚꽃로,서울특별시 금천구,0.5710,2,33,32,34,34,30,31,35,33,31,31,31,31,31,30,29,29,27,22,20,25,29,31,32,31
1065736,"1160006801,1160006801,1160006802,1160006802,1160006802,1160006802,1160006802",특별광역시도,디지털로,서울특별시 구로구,0.3560,6,15,15,15,17,16,15,33,29,29,26,26,26,26,25,25,25,23,18,15,23,27,22,16,14
1065737,"1180006801,1180006801,1180006801,1180006802",특별광역시도,디지털로,서울특별시 영등포구,0.7740,4,26,27,28,25,25,25,25,21,19,19,19,20,21,20,20,19,19,19,20,21,22,22,23,23
1065738,"1160025600,1180041900,1180041900",특별광역시도,디지털로,서울특별시 구로구,0.0540,4,33,33,31,31,32,30,33,33,32,31,32,32,31,32,32,31,32,31,31,31,31,32,32,32
1065739,1180129900,특별광역시도,도림천로,서울특별시 영등포구,0.1940,3,37,38,38,37,37,36,41,43,32,41,40,40,40,39,38,38,36,27,27,34,35,35,37,37
1065740,"1180042000,1180042000,1160025700",특별광역시도,디지털로,서울특별시 영등포구,0.0540,4,31,31,31,31,30,31,30,26,18,20,27,28,29,29,28,28,29,29,29,29,28,28,29,29
1065741,"1180006100,1180006100",특별광역시도,디지털로,서울특별시 영등포구,0.6040,4,21,24,25,25,18,22,23,26,25,23,23,22,22,21,20,19,17,13,13,18,18,18,19,21
1065742,"1180006700,1180006700,1180006700,1180006700",특별광역시도,대림로,서울특별시 영등포구,0.4210,4,20,20,21,21,19,19,26,20,18,20,21,22,21,21,21,19,19,18,17,19,22,20,24,23
1065743,"1180006000,1180006000",특별광역시도,디지털로,서울특별시 영등포구,0.6040,4,24,26,24,25,19,23,24,25,15,19,25,27,27,27,26,26,26,25,26,26,27,23,23,23
1065744,"1180006902,1180006903,1180006903,1180006903",특별광역시도,디지털로,서울특별시 영등포구,0.7740,4,26,28,27,27,25,27,25,22,23,22,21,21,21,20,20,20,20,20,21,22,22,23,24,24
1065745,"1180007103,1180008300,1180008300",특별광역시도,신길로,서울특별시 영등포구,0.2810,4,20,23,23,23,21,21,22,14,14,16,16,17,18,16,15,14,12,12,12,17,19,18,20,23
1065746,"1180006601,1180006601,1180006601,1180006601",특별광역시도,대림로,서울특별시 영등포구,0.4210,4,18,19,19,20,20,18,20,17,12,12,11,13,14,14,13,13,11,8,12,15,18,17,18,20
1065747,"1180130200,1180130200,1180130200,1180130200",특별광역시도,도림로,서울특별시 영등포구,0.4820,4,19,20,20,21,15,16,19,20,16,18,18,18,19,19,18,17,17,14,18,20,20,22,17,18
1065748,1180042300,특별광역시도,도림천로,서울특별시 영등포구,0.0310,3,36,36,36,36,29,33,34,36,35,34,31,30,31,30,30,30,30,30,30,31,31,32,33,34
1065749,"1180130100,1180130100,1180130100,1180130100",특별광역시도,도림로,서울특별시 영등포구,0.4820,4,17,21,20,21,14,15,21,25,25,22,21,21,21,21,21,20,20,17,19,19,21,22,18,18
1065750,1160034100,특별광역시도,도림로,서울특별시 영등포구,0.0630,4,37,36,36,36,31,32,34,35,32,32,33,33,33,33,33,33,32,32,32,34,34,34,34,35
1065752,1160034000,특별광역시도,도림로,서울특별시 영등포구,0.0630,4,28,29,29,29,26,27,28,28,28,28,30,30,28,28,28,28,28,27,28,28,29,28,28,28
1065753,"1160008902,1160008902,1160008902,1160008901,1160007100",특별광역시도,구로동로,서울특별시 구로구,0.9460,4,24,25,26,25,17,19,22,24,17,18,17,18,19,19,18,18,18,18,21,23,23,21,21,23
1065754,"1160007200,1160009001,1160009002,1160009002,1160009002",특별광역시도,구로동로,서울특별시 구로구,0.9460,4,26,27,28,28,19,20,26,28,28,22,20,19,20,20,20,20,19,21,22,24,26,24,24,25
1065755,1160048400,특별광역시도,벚꽃로,서울특별시 구로구,0.0160,1,24,24,23,23,23,23,24,22,21,21,22,22,23,23,22,22,22,22,22,23,23,23,24,23
1065756,1160047900,특별광역시도,구로동로43길,서울특별시 구로구,0.0180,1,15,23,25,22,17,25,13,15,15,14,14,14,16,17,17,15,16,16,15,17,16,17,14,22
1065757,"1160048000,1160048000,1160048000",특별광역시도,구로동로43길,서울특별시 구로구,0.2400,4,35,37,36,36,35,33,36,33,32,32,33,33,33,33,33,33,32,32,32,34,34,34,35,36
1065758,"1160047900,1160047900,1160047900",특별광역시도,구로동로43길,서울특별시 구로구,0.2400,4,23,29,27,25,24,23,25,25,24,23,24,23,24,23,24,23,24,23,24,23,24,23,24,25
1065759,"1160012404,1160012405",특별광역시도,구로동로,서울특별시 구로구,0.4140,4,28,30,31,31,19,26,22,22,20,19,18,20,20,19,18,18,18,17,19,20,20,25,27,28
1065760,"1160048400,1160048400,1160053401,1160088500,1160088500",특별광역시도,벚꽃로,서울특별시 구로구,0.7100,4,50,49,48,49,44,49,46,47,46,45,44,44,44,45,44,44,44,44,44,44,44,44,43,45
1065761,"1180013402,1180013402,1180013401,1180013401",특별광역시도,도영로,서울특별시 영등포구,0.4280,4,32,33,33,31,30,31,32,31,30,29,28,28,28,27,28,27,26,27,27,27,28,28,29,31
1065763,"1160088600,1160088600,1160089000",특별광역시도,벚꽃로,서울특별시 구로구,0.0920,4,44,45,45,43,45,43,45,43,42,40,39,39,39,40,38,38,38,42,38,39,40,42,42,44
1065764,"1160088700,1160088700,1160053501,1160048300,1160048300",특별광역시도,벚꽃로,서울특별시 구로구,0.7100,4,52,51,51,49,46,50,44,41,38,41,43,42,42,43,42,42,41,43,39,41,41,44,45,46
1065765,"1160088900,1160088400,1160088400",특별광역시도,벚꽃로,서울특별시 구로구,0.0920,4,50,52,52,51,50,52,54,53,53,51,49,49,49,50,49,49,48,50,50,50,50,50,50,51
1065766,"1160089000,1160064101,1160064101,1160064102,1160068000,1160069200,1160071200",특별광역시도,새말로,서울특별시 구로구,0.5660,4,28,28,29,30,28,28,27,28,25,24,24,23,23,23,22,21,21,18,18,23,24,24,24,25
1065767,1180013401,특별광역시도,도영로,서울특별시 영등포구,0.0240,4,25,26,25,25,26,25,27,30,31,30,27,27,27,26,28,28,26,28,28,27,26,25,25,25
1065768,"1180013501,1180013501,1180013502,1180013502",특별광역시도,도영로,서울특별시 영등포구,0.4280,4,26,27,26,25,24,24,24,20,21,20,20,21,20,20,20,20,19,19,19,21,21,22,23,25
1065769,"1180012302,1180012302,1180012302,1180012302",특별광역시도,대방천로,서울특별시 영등포구,0.3400,1,35,33,36,31,35,33,33,32,29,30,30,30,29,29,30,29,30,29,28,29,29,30,30,31
1065770,1180052100,특별광역시도,대방천로,서울특별시 영등포구,0.2270,4,58,58,59,57,56,57,56,55,55,54,54,54,54,54,54,54,54,55,55,54,54,54,55,56
1065771,"1180012201,1180012201",특별광역시도,대방천로,서울특별시 영등포구,0.0690,6,18,19,20,21,16,20,13,17,17,16,14,14,14,14,14,13,14,14,16,17,18,16,14,18
1065772,"1180012202,1180012202",특별광역시도,대방천로,서울특별시 영등포구,0.4110,1,27,27,27,26,26,25,21,22,21,20,20,19,20,20,20,20,20,19,20,21,22,23,23,25
1065773,1180013501,특별광역시도,도영로,서울특별시 영등포구,0.0240,4,37,38,38,39,37,37,37,35,34,34,34,34,33,33,33,33,32,32,31,31,32,32,33,35
1065774,"1180051600,1180051600,1180050900,1180050900,1160016900",특별광역시도,새말로,서울특별시 영등포구,0.1890,4,27,27,29,28,28,29,27,26,24,24,23,23,23,22,22,22,22,22,22,23,24,24,25,25
1065775,"1180011400,1180011400,1180011400",특별광역시도,도신로,서울특별시 영등포구,0.2320,5,29,29,29,30,28,29,29,28,27,25,24,25,26,26,26,25,25,25,25,26,25,25,25,25
1065776,"1160015503,1160015502,1180131100,1180131100,1180131200,1180131200,1180131200",특별광역시도,새말로20길,서울특별시 영등포구,0.8080,4,28,28,30,30,27,28,25,26,26,27,26,26,26,25,25,25,25,27,24,25,24,24,26,26
1065777,"1160017000,1180050800,1180050800,1180051500,1180051500",특별광역시도,새말로,서울특별시 영등포구,0.1890,4,31,32,32,34,31,32,30,27,27,27,27,26,26,26,26,26,25,24,23,25,26,26,27,29
1065778,"1160016706,1160016706,1160016704,1160016704,1160016704,1160016704,1160016704,1160016704,1160016704,1160016703,1160016702,1160016701",특별광역시도,새말로,서울특별시 영등포구,0.5560,5,29,30,30,28,27,28,27,28,26,27,25,24,24,24,23,23,23,24,24,25,25,26,27,29
1065779,"1180131400,1180131400,1180131400,1180131300,1180131300,1160015602,1160015603",특별광역시도,새말로20길,서울특별시 영등포구,0.8080,4,27,28,29,29,25,26,25,26,25,25,25,24,25,25,24,25,25,25,23,23,22,22,26,26
1065780,"1180011502,1180011502,1180011502",특별광역시도,도신로,서울특별시 영등포구,0.2320,5,23,22,22,23,23,23,26,27,24,24,26,25,26,24,24,25,24,24,24,27,27,27,20,19
1065781,"1180010002,1180010002,1180010002,1180010001,1180010001,1180010001,1180010001,1180010001,1180010001",특별광역시도,대림로,서울특별시 영등포구,0.4630,6,34,35,34,35,34,34,30,34,32,31,32,32,33,32,31,32,32,32,34,36,38,38,36,37
1065782,"1180010102,1180010102,1180010102,1180010102,1180010102,1180010102,1180010103,1180010103,1180010103",특별광역시도,대림로,서울특별시 영등포구,0.4630,6,36,35,37,37,32,34,26,36,35,35,36,36,36,35,35,35,35,35,37,39,39,40,36,36
1065783,"1160074200,1160074200,1160074200,1160074200,1160074200,1160074200",특별광역시도,공원로,서울특별시 구로구,0.3530,6,32,32,33,33,32,32,32,28,25,27,27,28,29,28,28,27,26,26,25,28,30,30,31,32
1065784,"1160016801,1160016802,1160016803,1160016804,1160016804,1160016804,1160016804,1160016804,1160016804,1160016804,1160016806,1160016806",특별광역시도,새말로,서울특별시 구로구,0.5560,5,32,34,34,34,31,31,31,29,27,28,26,26,26,25,25,25,25,26,26,27,27,27,28,29
1065785,"1160071300,1160069300,1160068100,1160064202,1160064201,1160064201,1160088900",특별광역시도,새말로,서울특별시 구로구,0.5660,4,35,35,35,36,31,36,34,32,30,29,28,28,28,28,27,26,25,28,28,29,31,30,30,31
1065786,"1160074300,1160074300,1160074300,1160074300,1160074300,1160074300",특별광역시도,공원로,서울특별시 구로구,0.3530,6,32,35,36,35,35,34,31,28,27,28,28,28,28,27,26,26,25,23,21,25,26,28,29,32
1065787,"1160017601,1160017601,1160017602,1160017602,1160017602,1160017603",특별광역시도,경인로67길,서울특별시 구로구,0.4150,5,32,34,34,35,29,32,29,29,27,27,26,26,26,25,25,25,24,23,22,24,26,26,26,28
1065788,1160089700,특별광역시도,경인로67길,서울특별시 구로구,0.0240,1,17,21,19,18,21,22,20,20,21,21,21,21,21,21,21,21,20,21,20,19,19,19,20,20
1065789,"1160017503,1160017502,1160017502,1160017502,1160017501,1160017501",특별광역시도,경인로67길,서울특별시 구로구,0.4150,5,27,29,29,32,27,30,27,25,24,25,26,26,27,26,26,26,26,22,21,24,25,25,25,26
1065790,"1160084800,1160084800,1160084800,1160084800,1160084200,1160084200,1160083400,1160083400,1160083400,1160083400,1160083400,1160083400,1160082600,1160081800,1160081800,1160079600,1160079600,1160079600,1160079600,1160079600,1160079600,1160075600,1160075600,1160075600,1160075600,1160075600",특별광역시도,신도림로,서울특별시 구로구,1.1660,6,28,28,28,29,27,28,27,26,25,26,25,25,25,25,25,25,24,22,20,23,26,26,26,26
1065791,"1160075500,1160075500,1160075500,1160075500,1160075500,1160079500,1160079500,1160079500,1160079500,1160079500,1160079500,1160081700,1160081700,1160082500,1160083300,1160083300,1160083300,1160083300,1160083300,1160083300,1160084100,1160084100,1160084700,1160084700,1160084700,1160084700",특별광역시도,신도림로,서울특별시 구로구,1.1660,6,30,30,29,30,28,29,28,27,27,27,26,27,27,26,26,26,26,27,27,26,27,26,27,28
1065792,"1160016005,1160016005,1160016006,1160016006,1160076400,1160076400",특별광역시도,구로중앙로,서울특별시 구로구,0.2340,6,37,38,39,38,33,36,32,28,24,25,27,28,28,26,24,22,16,11,7,20,32,34,34,38
1065793,"1180030403,1180030403,1180030403,1180030403,1180030403,1180030402,1180030402,1180030402",특별광역시도,여의나루로,서울특별시 영등포구,0.4570,2,27,27,29,28,27,28,25,21,21,21,22,20,19,19,20,20,20,19,19,20,21,23,24,25
1065794,"1180022701,1180022701,1180022701,1180022702,1180022702,1180022702,1180022702",특별광역시도,여의나루로,서울특별시 영등포구,0.3950,2,19,21,20,21,21,21,20,16,16,19,18,18,19,18,18,19,18,19,19,19,19,18,18,20
1065795,"1180026403,1180026403,1180026403,1180026403,1180026402,1180026401,1180026401,1180026401,1180026401",특별광역시도,여의나루로,서울특별시 영등포구,0.4830,4,29,30,31,31,28,30,27,25,23,24,23,22,23,22,22,21,20,19,20,22,24,25,26,29
1065796,"1180030501,1180030501,1180030501,1180030502,1180030502,1180030502,1180030502,1180030502",특별광역시도,여의나루로,서울특별시 영등포구,0.4570,2,28,29,29,31,28,29,24,22,20,22,23,22,22,20,20,20,20,16,17,20,20,22,23,25
1065797,"1180022402,1180022402,1180022402,1180022402,1180022401,1180022401,1180019002,1180019002,1180019001,1180019001,1180019001,1180019001",특별광역시도,의사당대로,서울특별시 영등포구,0.6500,8,38,37,38,39,35,39,32,31,30,30,29,29,31,30,30,29,27,23,22,29,32,32,31,34
1065798,"1180085300,1180085300,1180085300,1180087400,1180087400",특별광역시도,의사당대로,서울특별시 영등포구,0.1790,10,41,43,43,43,41,43,38,34,34,34,34,33,34,32,33,33,33,32,30,32,32,33,35,38
1065799,"1180026501,1180026501,1180026501,1180026501,1180026502,1180026503,1180026503,1180026503,1180026503",특별광역시도,여의나루로,서울특별시 영등포구,0.4830,4,28,29,29,30,30,30,28,25,25,25,23,22,23,22,23,23,23,21,21,23,23,23,25,27
1065800,"1180022602,1180022602,1180022602,1180022602,1180022601,1180022601,1180022601",특별광역시도,여의나루로,서울특별시 영등포구,0.3950,2,25,25,26,25,23,24,21,20,20,21,21,21,21,21,21,20,19,17,18,20,21,22,22,23
1065801,"1180022101,1180022101,1180022103",특별광역시도,여의동로,서울특별시 영등포구,0.2830,3,41,40,42,41,39,39,36,33,31,30,33,33,34,33,33,33,32,29,28,30,33,34,36,39
1065803,"1180028902,1180028902,1180028902,1180028902,1180028903",특별광역시도,여의공원로,서울특별시 영등포구,0.4110,4,26,27,24,26,24,23,27,27,26,27,27,26,25,26,26,26,26,25,24,24,23,23,25,25
1065807,1180028903,특별광역시도,의사당대로,서울특별시 영등포구,0.0730,1,24,23,24,23,29,29,31,24,26,26,23,25,24,23,22,25,25,21,23,20,21,22,21,20
1065808,1180028802,특별광역시도,여의공원로,서울특별시 영등포구,0.0720,3,32,32,33,35,33,33,33,33,31,31,31,31,31,31,31,30,31,30,26,29,29,29,29,31
1065810,1180028903,특별광역시도,여의공원로,서울특별시 영등포구,0.0720,3,27,27,28,29,28,28,32,32,32,32,31,31,29,30,30,30,30,29,29,28,26,26,28,27
1065811,"1180028802,1180028801,1180028801,1180028801,1180028801",특별광역시도,여의공원로,서울특별시 영등포구,0.4110,4,20,20,23,22,20,22,19,17,16,15,16,15,16,15,16,16,15,14,11,16,16,16,16,17
1065812,1180033100,특별광역시도,의사당대로,서울특별시 영등포구,0.0910,4,28,28,32,32,26,29,27,23,19,18,19,18,19,17,18,18,17,14,13,19,19,21,21,24
1065813,1180028200,특별광역시도,의사당대로,서울특별시 영등포구,0.1080,2,54,56,56,57,53,56,50,46,47,48,48,48,49,48,48,48,49,48,47,49,49,49,48,51
1065814,1180033100,특별광역시도,의사당대로,서울특별시 영등포구,0.0540,4,36,36,36,36,35,35,33,32,28,27,29,29,30,27,28,28,27,22,19,28,29,30,30,33
1065819,"1180026300,1180026300",특별광역시도,양산로,서울특별시 영등포구,0.2990,2,32,28,25,28,31,28,28,21,19,19,19,19,20,20,19,17,21,18,18,20,21,23,30,29
1065820,"1180028602,1180028602,1180028601,1180028601,1180028601,1180028601,1180028601",특별광역시도,양산로,서울특별시 영등포구,0.5000,2,25,28,27,25,24,27,24,22,20,20,21,20,20,20,20,20,19,19,18,20,21,21,23,24
1065821,"1180028100,1180028100,1180028100",특별광역시도,영중로,서울특별시 영등포구,0.3090,6,27,28,28,29,24,27,22,17,16,17,18,19,19,17,18,18,17,17,18,17,19,18,21,23
1065822,"1180029100,1180029100,1180029100,1180029100,1180029100,1180029100",특별광역시도,영신로,서울특별시 영등포구,0.3280,4,30,32,30,29,26,28,26,22,22,22,21,21,22,20,21,20,21,21,19,22,23,24,24,27
1065823,"1180024402,1180024402",특별광역시도,영신로,서울특별시 영등포구,0.3000,4,20,24,24,25,21,22,19,17,13,16,17,19,20,20,19,18,19,18,17,21,21,21,21,20
1065824,"1180027300,1180027300",특별광역시도,양산로,서울특별시 영등포구,0.5000,2,24,23,23,25,23,25,21,21,18,16,17,17,17,17,16,16,15,15,12,16,19,20,19,21
1065825,"1180026200,1180026200",특별광역시도,양산로,서울특별시 영등포구,0.2990,2,19,20,20,19,15,20,16,15,17,16,15,15,15,14,15,16,15,17,14,15,16,19,17,14
1065826,"1180025600,1180025600,1180025600,1180025600",특별광역시도,당산로,서울특별시 영등포구,0.3020,6,32,32,32,32,32,33,28,20,17,18,19,19,21,19,19,18,17,17,17,21,23,23,26,29
1065828,"1180027200,1180027200",특별광역시도,양산로,서울특별시 영등포구,0.5000,2,21,21,22,23,22,23,19,17,15,15,16,16,16,15,15,15,15,15,14,17,18,18,19,20
1065829,"1180028701,1180028701,1180028701,1180028701,1180028701,1180028702,1180028702",특별광역시도,양산로,서울특별시 영등포구,0.5000,2,24,24,25,26,24,26,22,21,19,19,18,18,18,18,18,18,18,17,16,18,19,19,21,23
1065830,"1180032703,1180032705,1180032707,1180032708,1180032702",특별광역시도,선유로,서울특별시 영등포구,0.5390,4,23,25,25,25,24,23,23,23,20,20,18,17,18,15,14,14,13,10,7,16,20,19,20,22
1065831,"1180027402,1180027402",특별광역시도,선유로,서울특별시 영등포구,0.3000,4,29,25,28,30,24,29,28,17,17,16,21,22,24,21,22,21,22,22,22,27,28,31,26,27
1065833,1180111300,특별광역시도,양평로,서울특별시 영등포구,0.3350,4,58,58,59,60,58,57,56,39,26,42,50,52,53,52,53,53,52,49,47,51,53,54,53,56
1065834,"1180040501,1180040501,1180040502,1180041300,1180109400,1180109400",특별광역시도,양평로,서울특별시 영등포구,0.6530,5,29,29,31,31,30,29,28,29,27,27,25,25,25,24,23,22,20,22,21,23,27,25,27,26
1065836,"1180018901,1180018901,1180018902,1180018902,1180018902",특별광역시도,문래로,서울특별시 영등포구,0.3670,5,29,27,30,26,27,29,27,27,26,24,21,20,18,19,18,18,19,20,20,19,20,21,23,26
1065837,"1180021201,1180021202,1180021202",특별광역시도,문래로,서울특별시 영등포구,0.5020,2,19,24,23,25,21,22,18,18,15,17,17,18,18,17,18,16,16,16,16,18,18,20,17,18
1065838,0,특별광역시도,문래로,서울특별시 영등포구,0.0380,2,21,20,22,20,23,24,23,24,22,21,20,20,20,19,19,19,20,19,18,20,19,19,20,20
1065839,1180018802,특별광역시도,영중로,서울특별시 영등포구,0.0470,2,28,27,29,29,29,31,29,26,25,25,23,23,22,21,20,20,21,21,19,23,22,22,23,25
1065840,"1180020400,1180018001",특별광역시도,영중로,서울특별시 영등포구,0.0560,6,44,44,45,46,45,46,42,34,37,35,32,32,33,29,28,29,32,30,27,36,35,39,37,42
1065841,"1180018102,1180020500",특별광역시도,영중로,서울특별시 영등포구,0.0560,6,46,45,45,47,44,48,45,44,42,41,41,41,41,40,40,39,39,36,35,40,40,41,41,42
1065842,"1180018001,1180018002,1180018002",특별광역시도,영중로,서울특별시 영등포구,0.1660,6,22,21,21,21,24,23,23,18,20,19,18,18,18,16,15,16,17,16,14,19,18,20,17,19
1065843,"1180021501,1180021501,1180021501,1180021501,1180021501,1180021501",특별광역시도,영신로,서울특별시 영등포구,0.2400,4,20,21,19,18,20,17,20,23,20,20,19,19,19,18,17,16,17,18,18,21,21,22,22,21
1065844,"1180016005,1180016005,1180016005,1180016006,1180016003,1180016002,1180016001,1180016001",특별광역시도,영신로,서울특별시 영등포구,1.2090,4,45,45,47,46,44,46,46,45,44,42,41,41,40,40,39,38,38,38,36,39,39,40,42,45
1065845,"1180018801,1180018801,1180018801,1180018802,1180018802",특별광역시도,문래로,서울특별시 영등포구,0.3670,5,27,28,27,29,25,26,35,32,32,31,29,28,23,22,22,22,23,22,22,23,22,22,23,25
1065846,"1180017403,1180017403,1180017403,1180017402,1180017401",특별광역시도,당산로,서울특별시 영등포구,0.4820,7,43,45,46,43,33,45,30,38,35,35,29,29,30,29,29,28,28,33,31,34,36,37,33,31
1065847,"1180021901,1180021901,1180021902,1180021902",특별광역시도,당산로,서울특별시 영등포구,0.2710,6,26,29,29,28,25,27,24,24,20,21,20,21,21,19,19,18,17,16,14,19,20,21,22,23
1065848,"1180021301,1180021301,1180021302",특별광역시도,문래로,서울특별시 영등포구,0.5020,2,20,24,23,24,20,25,17,15,13,14,13,13,13,13,13,12,12,13,11,13,14,15,17,17
1065849,"1180023402,1180023402,1180023403,1180023404",특별광역시도,선유로,서울특별시 영등포구,0.2710,5,32,33,33,33,34,33,31,25,23,22,22,22,23,22,21,22,21,21,20,24,27,26,30,30
1065850,1180015900,특별광역시도,선유로,서울특별시 영등포구,0.1140,4,27,28,30,27,26,27,23,18,16,17,22,23,23,22,22,22,22,17,17,18,19,20,23,25
1065851,"1180019400,1180019400,1180019400,1180019400",특별광역시도,선유로,서울특별시 영등포구,0.3010,5,35,35,37,34,37,39,32,27,23,20,21,23,20,23,20,23,19,21,20,23,26,27,28,31
1065852,"1180023503,1180023504,1180023502,1180023502",특별광역시도,선유로,서울특별시 영등포구,0.2710,5,32,31,30,30,28,30,29,27,23,24,26,27,27,27,26,25,23,20,17,23,26,27,28,29
1065853,"1180017501,1180017502,1180017503,1180017503,1180017503",특별광역시도,당산로,서울특별시 영등포구,0.4820,7,33,35,35,35,33,34,34,31,29,29,27,28,27,28,27,28,27,26,25,28,29,30,31,32
1065854,1180016701,특별광역시도,도림로,서울특별시 영등포구,0.0650,4,35,32,33,33,33,32,34,34,36,35,35,36,34,36,36,37,36,37,37,35,33,34,34,34
1065855,"1180016604,1180016604,1180016605,1180016602,1180016602",특별광역시도,도림로,서울특별시 영등포구,0.4710,4,32,33,31,33,31,30,30,28,25,26,29,28,28,27,28,28,28,29,30,31,32,33,31,30
1065856,"1180019500,1180019500,1180019500,1180019500",특별광역시도,선유로,서울특별시 영등포구,0.3010,5,33,33,35,36,35,36,35,37,28,29,23,21,24,21,23,20,22,26,26,32,32,31,29,33
1065857,1180016800,특별광역시도,선유로,서울특별시 영등포구,0.2490,4,34,35,35,33,33,38,33,30,28,27,27,27,27,26,26,26,26,25,24,27,29,29,30,32
1065858,1180065400,특별광역시도,도림천로,서울특별시 영등포구,0.2220,1,46,46,47,46,43,46,43,33,36,36,40,41,42,41,39,37,33,26,18,31,39,41,42,44
1065859,"1180016500,1180016500,1180016500",특별광역시도,도림천로,서울특별시 영등포구,0.2610,5,43,47,48,47,31,43,35,19,23,21,27,31,31,31,29,26,20,16,12,23,31,32,34,38
1065860,1180015603,특별광역시도,경인로77길,서울특별시 영등포구,0.1450,1,36,47,39,27,34,26,36,31,29,31,34,35,40,40,33,34,33,32,31,37,54,40,55,51
1065861,"0,0",특별광역시도,도림로145길,서울특별시 영등포구,0.1070,2,19,17,15,14,19,14,20,16,18,16,14,15,13,16,15,15,17,17,17,16,19,22,18,21
1065862,1180016900,특별광역시도,선유로,서울특별시 영등포구,0.2490,4,23,20,23,22,21,23,22,18,15,16,17,17,17,16,17,17,17,16,16,17,20,21,22,22
1065863,1180015800,특별광역시도,선유로,서울특별시 영등포구,0.1140,4,28,28,30,29,30,30,28,26,23,24,25,24,25,24,23,23,23,22,19,22,23,23,25,27
1065864,1180014200,특별광역시도,도림천로,서울특별시 영등포구,0.1830,6,74,75,74,75,71,73,70,71,71,68,67,68,69,68,68,68,69,69,67,68,67,68,70,72
1065865,1180062500,특별광역시도,경인로71길,서울특별시 영등포구,0.2260,1,51,49,52,50,53,54,46,36,32,38,39,39,41,39,39,38,39,36,27,39,41,44,45,46
1065866,1180062900,특별광역시도,경인로71길,서울특별시 영등포구,0.0560,2,26,27,29,29,26,28,21,18,16,17,19,19,19,18,17,18,17,15,14,15,17,17,19,21
1065867,1180064100,특별광역시도,경인로71길,서울특별시 영등포구,0.0650,3,29,27,29,28,29,29,24,23,21,22,23,22,23,22,22,21,22,21,18,22,21,22,23,24
1065868,1180065000,특별광역시도,도림로141길,서울특별시 영등포구,0.2500,2,28,28,26,29,27,32,34,32,31,23,30,22,24,27,24,25,21,26,30,27,29,28,25,24
1065869,1180062300,특별광역시도,도림로141길,서울특별시 영등포구,0.1180,2,23,24,23,22,24,22,23,21,18,19,19,20,21,20,19,19,19,19,20,21,21,21,23,22
1065870,1180015603,특별광역시도,경인로77길,서울특별시 영등포구,0.1170,1,23,29,28,18,24,16,24,23,20,20,20,19,22,19,18,19,20,20,20,21,21,23,21,22
1065871,1180015702,특별광역시도,경인로77길,서울특별시 영등포구,0.1010,1,24,23,25,22,23,25,22,20,17,18,18,19,20,18,16,18,17,18,18,20,21,21,21,22
1065872,"0,0,0",특별광역시도,도림로143길,서울특별시 영등포구,0.1040,2,16,18,16,18,18,17,17,16,15,16,16,15,16,15,15,14,16,16,15,15,16,17,17,17
1065873,"0,0,0",특별광역시도,도림로143길,서울특별시 영등포구,0.1040,2,15,18,18,16,18,18,17,18,16,16,15,16,16,15,14,14,15,15,15,15,16,15,16,16
1065874,"0,0",특별광역시도,도림로145길,서울특별시 영등포구,0.1070,2,13,23,23,27,20,21,17,20,19,17,18,18,17,16,18,16,17,18,16,15,19,18,19,19
1065875,1180015703,특별광역시도,경인로77길,서울특별시 영등포구,0.1450,1,26,26,27,24,23,11,15,21,18,18,19,18,22,21,18,20,17,21,21,20,22,21,20,25
1065876,1180015602,특별광역시도,경인로77길,서울특별시 영등포구,0.1010,1,20,23,22,24,23,20,21,19,17,18,18,17,20,18,17,17,18,17,19,19,18,20,21,21
1065877,1180015703,특별광역시도,경인로77길,서울특별시 영등포구,0.1170,1,24,21,25,27,27,26,23,23,20,20,20,22,21,21,20,20,20,21,22,23,24,22,23,25
